Date ,AQI,Category,Covid
a,104,Unhealthy for Sensitive Groups,lock
a,102,Unhealthy for Sensitive Groups,lock
a,92,Moderate,lock
a,79,Moderate,lock
a,107,Unhealthy for Sensitive Groups,lock
a,127,Unhealthy for Sensitive Groups,lock
a,151,Unhealthy,lock
a,151,Unhealthy,lock
a,127,Unhealthy for Sensitive Groups,lock
a,115,Unhealthy for Sensitive Groups,lock
a,107,Unhealthy for Sensitive Groups,lock
a,98,Moderate,lock
a,106,Unhealthy for Sensitive Groups,lock
a,119,Unhealthy for Sensitive Groups,lock
a,127,Unhealthy for Sensitive Groups,lock
a,107,Unhealthy for Sensitive Groups,lock
a,95,Moderate,lock
a,91,Moderate,lock
a,91,Moderate,lock
a,95,Moderate,lock
a,91,Moderate,lock
a,93,Moderate,lock
a,151,Unhealthy,lock
a,153,Unhealthy,lock
a,108,Unhealthy for Sensitive Groups,lock
a,93,Moderate,lock
a,107,Unhealthy for Sensitive Groups,lock
a,101,Unhealthy for Sensitive Groups,lock
a,90,Moderate,lock
a,93,Moderate,lock
a,87,Moderate,lock
a,79,Moderate,lock
a,69,Moderate,lock
a,62,Moderate,lock
a,59,Moderate,lock
a,63,Moderate,lock
a,60,Moderate,lock
a,81,Moderate,lock
a,99,Moderate,lock
a,117,Unhealthy for Sensitive Groups,lock
a,118,Unhealthy for Sensitive Groups,lock
a,136,Unhealthy for Sensitive Groups,lock
a,152,Unhealthy,lock
a,174,Unhealthy,lock
a,182,Unhealthy,lock
ma,179,Unhealthy,lock
ma,165,Unhealthy,lock
ma,181,Unhealthy,lock
ma,181,Unhealthy,lock
ma,180,Unhealthy,lock
ma,166,Unhealthy,lock
ma,162,Unhealthy,lock
ma,167,Unhealthy,lock
ma,154,Unhealthy,lock
ma,124,Unhealthy for Sensitive Groups,lock
ma,91,Moderate,lock
ma,79,Moderate,lock
ma,80,Moderate,lock
ma,78,Moderate,lock
ma,88,Moderate,lock
ma,96,Moderate,lock
ma,103,Unhealthy for Sensitive Groups,lock
ma,93,Moderate,lock
ma,155,Unhealthy,lock
ma,144,Unhealthy for Sensitive Groups,lock
ma,135,Unhealthy for Sensitive Groups,lock
ma,145,Unhealthy for Sensitive Groups,lock
ma,154,Unhealthy,lock
ma,159,Unhealthy,lock
ma,162,Unhealthy,lock
ma,159,Unhealthy,lock
ma,160,Unhealthy,lock
ma,158,Unhealthy,lock
ma,158,Unhealthy,lock
ma,157,Unhealthy,lock
ma,159,Unhealthy,lock
ma,158,Unhealthy,lock
ma,159,Unhealthy,lock
ma,170,Unhealthy,lock
ma,159,Unhealthy,lock
ma,131,Unhealthy for Sensitive Groups,lock
ma,91,Moderate,lock
ma,73,Moderate,lock
ma,67,Moderate,lock
ma,72,Moderate,lock
ma,66,Moderate,lock
ma,64,Moderate,lock
ma,67,Moderate,lock
ma,64,Moderate,lock
ma,81,Moderate,lock
ma,76,Moderate,lock
ma,79,Moderate,lock
ma,81,Moderate,lock
ma,86,Moderate,lock
ma,93,Moderate,lock
ma,87,Moderate,lock
ma,84,Moderate,lock
ma,80,Moderate,lock
ma,85,Moderate,lock
ma,82,Moderate,lock
ma,90,Moderate,lock
ma,87,Moderate,lock
ma,86,Moderate,lock
ma,85,Moderate,lock
ma,84,Moderate,lock
ma,79,Moderate,lock
ma,78,Moderate,lock
ma,79,Moderate,lock
ma,80,Moderate,lock
ma,81,Moderate,lock
ma,79,Moderate,lock
ma,83,Moderate,lock
ma,93,Moderate,lock
ma,103,Unhealthy for Sensitive Groups,lock
ma,157,Unhealthy,lock
ma,164,Unhealthy,lock
ma,156,Unhealthy,lock
ma,157,Unhealthy,lock
ma,158,Unhealthy,lock
ma,155,Unhealthy,lock
ma,152,Unhealthy,lock
ma,147,Unhealthy for Sensitive Groups,lock
ma,131,Unhealthy for Sensitive Groups,lock
ma,117,Unhealthy for Sensitive Groups,lock
ma,161,Unhealthy,lock
ma,163,Unhealthy,lock
ma,159,Unhealthy,lock
ma,155,Unhealthy,lock
ma,151,Unhealthy,lock
ma,156,Unhealthy,lock
ma,157,Unhealthy,lock
ma,153,Unhealthy,lock
ma,152,Unhealthy,lock
ma,141,Unhealthy for Sensitive Groups,lock
ma,128,Unhealthy for Sensitive Groups,lock
ma,116,Unhealthy for Sensitive Groups,lock
ma,112,Unhealthy for Sensitive Groups,lock
ma,158,Unhealthy,lock
ma,163,Unhealthy,lock
ma,152,Unhealthy,lock
ma,154,Unhealthy,lock
ma,183,Unhealthy,lock
ma,184,Unhealthy,lock
ma,162,Unhealthy,lock
ma,136,Unhealthy for Sensitive Groups,lock
ma,103,Unhealthy for Sensitive Groups,lock
ma,89,Moderate,lock
ma,77,Moderate,lock
ma,79,Moderate,lock
ma,83,Moderate,lock
ma,84,Moderate,lock
ma,81,Moderate,lock
ma,82,Moderate,lock
ma,87,Moderate,lock
ma,86,Moderate,lock
ma,83,Moderate,lock
ma,80,Moderate,lock
ma,79,Moderate,lock
ma,82,Moderate,lock
ma,83,Moderate,lock
ma,71,Moderate,lock
ma,62,Moderate,lock
ma,60,Moderate,lock
ma,52,Moderate,lock
ma,55,Moderate,lock
ma,57,Moderate,lock
ma,103,Unhealthy for Sensitive Groups,lock
ma,86,Moderate,lock
ma,153,Unhealthy,lock
ma,164,Unhealthy,lock
ma,157,Unhealthy,lock
ma,123,Unhealthy for Sensitive Groups,lock
ma,92,Moderate,lock
ma,65,Moderate,lock
ma,53,Moderate,lock
ma,39,Good,lock
ma,32,Good,lock
ma,33,Good,lock
ma,39,Good,lock
ma,45,Good,lock
ma,51,Moderate,lock
ma,53,Moderate,lock
ma,83,Moderate,lock
ma,127,Unhealthy for Sensitive Groups,lock
ma,130,Unhealthy for Sensitive Groups,lock
ma,127,Unhealthy for Sensitive Groups,lock
ma,119,Unhealthy for Sensitive Groups,lock
ma,137,Unhealthy for Sensitive Groups,lock
ma,133,Unhealthy for Sensitive Groups,lock
ma,129,Unhealthy for Sensitive Groups,lock
ma,115,Unhealthy for Sensitive Groups,lock
ma,127,Unhealthy for Sensitive Groups,lock
ma,144,Unhealthy for Sensitive Groups,lock
ma,170,Unhealthy,lock
ma,211,Very Unhealthy,lock
ma,219,Very Unhealthy,lock
ma,270,Very Unhealthy,lock
ma,251,Very Unhealthy,lock
ma,230,Very Unhealthy,lock
ma,195,Unhealthy,lock
ma,175,Unhealthy,lock
ma,162,Unhealthy,lock
ma,152,Unhealthy,lock
ma,132,Unhealthy for Sensitive Groups,lock
ma,122,Unhealthy for Sensitive Groups,lock
ma,119,Unhealthy for Sensitive Groups,lock
ma,136,Unhealthy for Sensitive Groups,lock
ma,156,Unhealthy,lock
ma,163,Unhealthy,lock
ma,127,Unhealthy for Sensitive Groups,lock
ma,93,Moderate,lock
ma,75,Moderate,lock
ma,70,Moderate,lock
ma,97,Moderate,lock
ma,116,Unhealthy for Sensitive Groups,lock
ma,109,Unhealthy for Sensitive Groups,lock
ma,169,Unhealthy,lock
ma,155,Unhealthy,lock
ma,112,Unhealthy for Sensitive Groups,lock
ma,96,Moderate,lock
ma,155,Unhealthy,lock
ma,183,Unhealthy,lock
ma,187,Unhealthy,lock
ma,178,Unhealthy,lock
ma,168,Unhealthy,lock
ma,154,Unhealthy,lock
ma,136,Unhealthy for Sensitive Groups,lock
ma,115,Unhealthy for Sensitive Groups,lock
ma,97,Moderate,lock
ma,87,Moderate,lock
ma,85,Moderate,lock
ma,97,Moderate,lock
ma,118,Unhealthy for Sensitive Groups,lock
ma,154,Unhealthy,lock
ma,166,Unhealthy,lock
ma,168,Unhealthy,lock
ma,165,Unhealthy,lock
ma,135,Unhealthy for Sensitive Groups,lock
ma,93,Moderate,lock
ma,87,Moderate,lock
ma,161,Unhealthy,lock
ma,170,Unhealthy,lock
ma,247,Very Unhealthy,lock
ma,200,Unhealthy,lock
ma,199,Unhealthy,lock
ma,177,Unhealthy,lock
ma,168,Unhealthy,lock
ma,162,Unhealthy,lock
ma,168,Unhealthy,lock
ma,171,Unhealthy,lock
ma,160,Unhealthy,lock
ma,147,Unhealthy for Sensitive Groups,lock
ma,127,Unhealthy for Sensitive Groups,lock
ma,119,Unhealthy for Sensitive Groups,lock
ma,122,Unhealthy for Sensitive Groups,lock
ma,149,Unhealthy for Sensitive Groups,lock
ma,152,Unhealthy,lock
ma,154,Unhealthy,lock
ma,152,Unhealthy,lock
ma,137,Unhealthy for Sensitive Groups,lock
ma,131,Unhealthy for Sensitive Groups,lock
ma,135,Unhealthy for Sensitive Groups,lock
ma,135,Unhealthy for Sensitive Groups,lock
ma,133,Unhealthy for Sensitive Groups,lock
ma,141,Unhealthy for Sensitive Groups,lock
ma,158,Unhealthy,lock
ma,160,Unhealthy,lock
ma,156,Unhealthy,lock
ma,163,Unhealthy,lock
ma,159,Unhealthy,lock
ma,157,Unhealthy,lock
ma,155,Unhealthy,lock
ma,154,Unhealthy,lock
ma,147,Unhealthy for Sensitive Groups,lock
ma,141,Unhealthy for Sensitive Groups,lock
ma,140,Unhealthy for Sensitive Groups,lock
ma,144,Unhealthy for Sensitive Groups,lock
ma,153,Unhealthy,lock
ma,135,Unhealthy for Sensitive Groups,lock
ma,114,Unhealthy for Sensitive Groups,lock
ma,109,Unhealthy for Sensitive Groups,lock
ma,128,Unhealthy for Sensitive Groups,lock
ma,147,Unhealthy for Sensitive Groups,lock
ma,161,Unhealthy,lock
ma,174,Unhealthy,lock
ma,169,Unhealthy,lock
ma,152,Unhealthy,lock
ma,114,Unhealthy for Sensitive Groups,lock
ma,107,Unhealthy for Sensitive Groups,lock
ma,109,Unhealthy for Sensitive Groups,lock
ma,113,Unhealthy for Sensitive Groups,lock
ma,114,Unhealthy for Sensitive Groups,lock
ma,110,Unhealthy for Sensitive Groups,lock
ma,127,Unhealthy for Sensitive Groups,lock
ma,131,Unhealthy for Sensitive Groups,lock
ma,121,Unhealthy for Sensitive Groups,lock
ma,118,Unhealthy for Sensitive Groups,lock
ma,115,Unhealthy for Sensitive Groups,lock
ma,142,Unhealthy for Sensitive Groups,lock
ma,154,Unhealthy,lock
ma,176,Unhealthy,lock
ma,173,Unhealthy,lock
ma,167,Unhealthy,lock
ma,157,Unhealthy,lock
ma,152,Unhealthy,lock
ma,151,Unhealthy,lock
ma,153,Unhealthy,lock
ma,155,Unhealthy,lock
ma,156,Unhealthy,lock
ma,158,Unhealthy,lock
ma,158,Unhealthy,lock
ma,160,Unhealthy,lock
ma,158,Unhealthy,lock
ma,157,Unhealthy,lock
ma,158,Unhealthy,lock
ma,158,Unhealthy,lock
ma,158,Unhealthy,lock
ma,155,Unhealthy,lock
ma,151,Unhealthy,lock
ma,126,Unhealthy for Sensitive Groups,lock
ma,134,Unhealthy for Sensitive Groups,lock
ma,122,Unhealthy for Sensitive Groups,lock
ma,120,Unhealthy for Sensitive Groups,lock
ma,111,Unhealthy for Sensitive Groups,lock
ma,102,Unhealthy for Sensitive Groups,lock
ma,114,Unhealthy for Sensitive Groups,lock
ma,123,Unhealthy for Sensitive Groups,lock
ma,126,Unhealthy for Sensitive Groups,lock
ma,131,Unhealthy for Sensitive Groups,lock
ma,135,Unhealthy for Sensitive Groups,lock
ma,154,Unhealthy,lock
ma,156,Unhealthy,lock
ma,157,Unhealthy,lock
ma,156,Unhealthy,lock
ma,152,Unhealthy,lock
ma,152,Unhealthy,lock
ma,153,Unhealthy,lock
ma,153,Unhealthy,lock
ma,152,Unhealthy,lock
ma,140,Unhealthy for Sensitive Groups,lock
ma,123,Unhealthy for Sensitive Groups,lock
ma,107,Unhealthy for Sensitive Groups,lock
ma,108,Unhealthy for Sensitive Groups,lock
ma,105,Unhealthy for Sensitive Groups,lock
ma,107,Unhealthy for Sensitive Groups,lock
ma,139,Unhealthy for Sensitive Groups,lock
ma,142,Unhealthy for Sensitive Groups,lock
ma,131,Unhealthy for Sensitive Groups,lock
ma,126,Unhealthy for Sensitive Groups,lock
ma,105,Unhealthy for Sensitive Groups,lock
ma,96,Moderate,lock
ma,91,Moderate,lock
ma,120,Unhealthy for Sensitive Groups,lock
ma,134,Unhealthy for Sensitive Groups,lock
ma,134,Unhealthy for Sensitive Groups,lock
ma,155,Unhealthy,lock
ma,155,Unhealthy,lock
ma,142,Unhealthy for Sensitive Groups,lock
ma,127,Unhealthy for Sensitive Groups,lock
ma,138,Unhealthy for Sensitive Groups,lock
ma,152,Unhealthy,lock
ma,167,Unhealthy,lock
ma,169,Unhealthy,lock
ma,178,Unhealthy,lock
ma,186,Unhealthy,lock
ma,191,Unhealthy,lock
ma,176,Unhealthy,lock
ma,157,Unhealthy,lock
ma,131,Unhealthy for Sensitive Groups,lock
ma,122,Unhealthy for Sensitive Groups,lock
ma,111,Unhealthy for Sensitive Groups,lock
ma,97,Moderate,lock
ma,92,Moderate,lock
ma,91,Moderate,lock
ma,93,Moderate,lock
ma,90,Moderate,lock
ma,77,Moderate,lock
ma,89,Moderate,lock
ma,153,Unhealthy,lock
ma,162,Unhealthy,lock
ma,165,Unhealthy,lock
ma,169,Unhealthy,lock
ma,160,Unhealthy,lock
ma,153,Unhealthy,lock
ma,114,Unhealthy for Sensitive Groups,lock
ma,93,Moderate,lock
ma,85,Moderate,lock
ma,139,Unhealthy for Sensitive Groups,lock
ma,161,Unhealthy,lock
ma,162,Unhealthy,lock
ma,155,Unhealthy,lock
ma,123,Unhealthy for Sensitive Groups,lock
ma,95,Moderate,lock
ma,76,Moderate,lock
ma,70,Moderate,lock
ma,72,Moderate,lock
ma,76,Moderate,lock
ma,79,Moderate,lock
ma,73,Moderate,lock
ma,113,Unhealthy for Sensitive Groups,lock
ma,106,Unhealthy for Sensitive Groups,lock
ma,115,Unhealthy for Sensitive Groups,lock
ma,114,Unhealthy for Sensitive Groups,lock
ma,154,Unhealthy,lock
ma,131,Unhealthy for Sensitive Groups,lock
ma,99,Moderate,lock
ma,180,Unhealthy,lock
ma,173,Unhealthy,lock
ma,165,Unhealthy,lock
ma,160,Unhealthy,lock
ma,159,Unhealthy,lock
ma,162,Unhealthy,lock
ma,145,Unhealthy for Sensitive Groups,lock
ma,103,Unhealthy for Sensitive Groups,lock
ma,81,Moderate,lock
ma,72,Moderate,lock
ma,68,Moderate,lock
ma,71,Moderate,lock
ma,70,Moderate,lock
ma,70,Moderate,lock
ma,71,Moderate,lock
ma,68,Moderate,lock
ma,71,Moderate,lock
ma,88,Moderate,lock
ma,87,Moderate,lock
ma,81,Moderate,lock
ma,88,Moderate,lock
ma,80,Moderate,lock
ma,68,Moderate,lock
ma,59,Moderate,lock
ma,53,Moderate,lock
ma,57,Moderate,lock
ma,56,Moderate,lock
ma,89,Moderate,lock
ma,106,Unhealthy for Sensitive Groups,lock
ma,82,Moderate,lock
ma,76,Moderate,lock
ma,84,Moderate,lock
ma,124,Unhealthy for Sensitive Groups,lock
ma,152,Unhealthy,lock
ma,123,Unhealthy for Sensitive Groups,lock
ma,93,Moderate,lock
ma,80,Moderate,lock
ma,78,Moderate,lock
ma,78,Moderate,lock
ma,80,Moderate,lock
ma,79,Moderate,lock
ma,81,Moderate,lock
ma,81,Moderate,lock
ma,109,Unhealthy for Sensitive Groups,lock
ma,96,Moderate,lock
ma,85,Moderate,lock
ma,76,Moderate,lock
ma,67,Moderate,lock
ma,59,Moderate,lock
ma,60,Moderate,lock
ma,60,Moderate,lock
ma,63,Moderate,lock
ma,60,Moderate,lock
ma,61,Moderate,lock
ma,61,Moderate,lock
ma,63,Moderate,lock
ma,64,Moderate,lock
ma,154,Unhealthy,lock
ma,161,Unhealthy,lock
ma,140,Unhealthy for Sensitive Groups,lock
ma,109,Unhealthy for Sensitive Groups,lock
ma,90,Moderate,lock
ma,87,Moderate,lock
ma,87,Moderate,lock
ma,151,Unhealthy,lock
ma,119,Unhealthy for Sensitive Groups,lock
ma,111,Unhealthy for Sensitive Groups,lock
ma,158,Unhealthy,lock
ma,159,Unhealthy,lock
ma,164,Unhealthy,lock
ma,164,Unhealthy,lock
ma,159,Unhealthy,lock
ma,132,Unhealthy for Sensitive Groups,lock
ma,134,Unhealthy for Sensitive Groups,lock
ma,104,Unhealthy for Sensitive Groups,lock
ma,79,Moderate,lock
ma,155,Unhealthy,lock
ma,162,Unhealthy,lock
ma,177,Unhealthy,lock
ma,169,Unhealthy,lock
ma,161,Unhealthy,lock
ma,154,Unhealthy,lock
ma,154,Unhealthy,lock
ma,154,Unhealthy,lock
ma,154,Unhealthy,lock
ma,154,Unhealthy,lock
ma,-999,N/A,lock
ma,42,Good,lock
ma,58,Moderate,lock
ma,94,Moderate,lock
ma,74,Moderate,lock
ma,59,Moderate,lock
ma,43,Good,lock
ma,49,Good,lock
ma,77,Moderate,lock
ma,54,Moderate,lock
ma,41,Good,lock
ma,29,Good,lock
ma,25,Good,lock
ma,29,Good,lock
ma,43,Good,lock
ma,52,Moderate,lock
ma,63,Moderate,lock
ma,95,Moderate,lock
ma,80,Moderate,lock
ma,78,Moderate,lock
ma,78,Moderate,lock
ma,83,Moderate,lock
ma,97,Moderate,lock
ma,98,Moderate,lock
ma,90,Moderate,lock
ma,86,Moderate,lock
ma,86,Moderate,lock
ma,82,Moderate,lock
ma,83,Moderate,lock
ma,83,Moderate,lock
ma,90,Moderate,lock
ma,123,Unhealthy for Sensitive Groups,lock
ma,105,Unhealthy for Sensitive Groups,lock
ma,102,Unhealthy for Sensitive Groups,lock
ma,90,Moderate,lock
ma,85,Moderate,lock
ma,84,Moderate,lock
ma,89,Moderate,lock
ma,144,Unhealthy for Sensitive Groups,lock
ma,152,Unhealthy,lock
ma,115,Unhealthy for Sensitive Groups,lock
ma,99,Moderate,lock
ma,90,Moderate,lock
ma,82,Moderate,lock
ma,92,Moderate,lock
ma,92,Moderate,lock
ma,91,Moderate,lock
ma,88,Moderate,lock
ma,80,Moderate,lock
ma,75,Moderate,lock
ma,68,Moderate,lock
ma,62,Moderate,lock
ma,62,Moderate,lock
ma,81,Moderate,lock
ma,80,Moderate,lock
ma,76,Moderate,lock
ma,89,Moderate,lock
ma,99,Moderate,lock
ma,126,Unhealthy for Sensitive Groups,lock
ma,103,Unhealthy for Sensitive Groups,lock
ma,101,Unhealthy for Sensitive Groups,lock
ma,109,Unhealthy for Sensitive Groups,lock
ma,98,Moderate,lock
ma,88,Moderate,lock
ma,76,Moderate,lock
ma,58,Moderate,lock
ma,49,Good,lock
ma,41,Good,lock
ma,43,Good,lock
ma,51,Moderate,lock
ma,53,Moderate,lock
ma,55,Moderate,lock
ma,52,Moderate,lock
ma,51,Moderate,lock
ma,56,Moderate,lock
ma,69,Moderate,lock
ma,78,Moderate,lock
ma,75,Moderate,lock
ma,70,Moderate,lock
ma,69,Moderate,lock
ma,76,Moderate,lock

