Date ,AQI,Category
18/04/2020 22:00,92,Moderate
18/04/2020 23:00,82,Moderate
19/04/2020 00:00,93,Moderate
19/04/2020 01:00,80,Moderate
19/04/2020 02:00,71,Moderate
19/04/2020 03:00,106,Unhealthy for Sensitive Groups
19/04/2020 04:00,79,Moderate
19/04/2020 05:00,70,Moderate
19/04/2020 06:00,85,Moderate
19/04/2020 07:00,152,Unhealthy
19/04/2020 08:00,116,Unhealthy for Sensitive Groups
19/04/2020 09:00,100,Moderate
19/04/2020 10:00,92,Moderate
19/04/2020 11:00,97,Moderate
19/04/2020 12:00,96,Moderate
19/04/2020 13:00,91,Moderate
19/04/2020 14:00,78,Moderate
19/04/2020 15:00,75,Moderate
19/04/2020 16:00,70,Moderate
19/04/2020 17:00,74,Moderate
19/04/2020 18:00,78,Moderate
19/04/2020 19:00,90,Moderate
19/04/2020 20:00,111,Unhealthy for Sensitive Groups
19/04/2020 21:00,106,Unhealthy for Sensitive Groups
19/04/2020 22:00,97,Moderate
19/04/2020 23:00,83,Moderate
20/04/2020 00:00,74,Moderate
20/04/2020 01:00,86,Moderate
20/04/2020 02:00,93,Moderate
20/04/2020 03:00,86,Moderate
20/04/2020 04:00,72,Moderate
20/04/2020 05:00,98,Moderate
20/04/2020 06:00,75,Moderate
20/04/2020 07:00,85,Moderate
20/04/2020 08:00,88,Moderate
20/04/2020 09:00,90,Moderate
20/04/2020 10:00,93,Moderate
20/04/2020 11:00,93,Moderate
20/04/2020 12:00,92,Moderate
20/04/2020 13:00,93,Moderate
20/04/2020 14:00,93,Moderate
20/04/2020 15:00,92,Moderate
20/04/2020 16:00,93,Moderate
20/04/2020 17:00,89,Moderate
20/04/2020 18:00,95,Moderate
20/04/2020 19:00,103,Unhealthy for Sensitive Groups
20/04/2020 20:00,105,Unhealthy for Sensitive Groups
20/04/2020 21:00,107,Unhealthy for Sensitive Groups
20/04/2020 22:00,115,Unhealthy for Sensitive Groups
20/04/2020 23:00,127,Unhealthy for Sensitive Groups
21/04/2020 00:00,114,Unhealthy for Sensitive Groups
21/04/2020 01:00,96,Moderate
21/04/2020 02:00,107,Unhealthy for Sensitive Groups
21/04/2020 03:00,163,Unhealthy
21/04/2020 04:00,166,Unhealthy
21/04/2020 05:00,166,Unhealthy
21/04/2020 06:00,164,Unhealthy
21/04/2020 07:00,164,Unhealthy
21/04/2020 08:00,165,Unhealthy
21/04/2020 09:00,170,Unhealthy
21/04/2020 10:00,159,Unhealthy
21/04/2020 11:00,147,Unhealthy for Sensitive Groups
21/04/2020 12:00,121,Unhealthy for Sensitive Groups
21/04/2020 13:00,118,Unhealthy for Sensitive Groups
21/04/2020 14:00,106,Unhealthy for Sensitive Groups
21/04/2020 15:00,97,Moderate
21/04/2020 16:00,109,Unhealthy for Sensitive Groups
21/04/2020 17:00,108,Unhealthy for Sensitive Groups
21/04/2020 18:00,106,Unhealthy for Sensitive Groups
21/04/2020 19:00,128,Unhealthy for Sensitive Groups
21/04/2020 20:00,152,Unhealthy
21/04/2020 21:00,154,Unhealthy
21/04/2020 22:00,152,Unhealthy
21/04/2020 23:00,152,Unhealthy
22/04/2020 00:00,145,Unhealthy for Sensitive Groups
22/04/2020 01:00,153,Unhealthy
22/04/2020 02:00,154,Unhealthy
22/04/2020 03:00,161,Unhealthy
22/04/2020 04:00,159,Unhealthy
22/04/2020 05:00,160,Unhealthy
22/04/2020 06:00,169,Unhealthy
22/04/2020 07:00,163,Unhealthy
22/04/2020 08:00,159,Unhealthy
22/04/2020 09:00,156,Unhealthy
22/04/2020 10:00,170,Unhealthy
22/04/2020 11:00,184,Unhealthy
22/04/2020 12:00,161,Unhealthy
22/04/2020 13:00,127,Unhealthy for Sensitive Groups
22/04/2020 14:00,104,Unhealthy for Sensitive Groups
22/04/2020 15:00,90,Moderate
22/04/2020 16:00,79,Moderate
22/04/2020 17:00,75,Moderate
22/04/2020 18:00,82,Moderate
22/04/2020 19:00,94,Moderate
22/04/2020 20:00,93,Moderate
22/04/2020 21:00,88,Moderate
22/04/2020 22:00,77,Moderate
22/04/2020 23:00,67,Moderate
23/04/2020 00:00,64,Moderate
23/04/2020 01:00,65,Moderate
23/04/2020 02:00,72,Moderate
23/04/2020 03:00,153,Unhealthy
23/04/2020 04:00,167,Unhealthy
23/04/2020 05:00,155,Unhealthy
23/04/2020 06:00,130,Unhealthy for Sensitive Groups
23/04/2020 07:00,129,Unhealthy for Sensitive Groups
23/04/2020 08:00,140,Unhealthy for Sensitive Groups
23/04/2020 09:00,158,Unhealthy
23/04/2020 10:00,172,Unhealthy
23/04/2020 11:00,155,Unhealthy
23/04/2020 12:00,131,Unhealthy for Sensitive Groups
23/04/2020 13:00,106,Unhealthy for Sensitive Groups
23/04/2020 14:00,95,Moderate
23/04/2020 15:00,93,Moderate
23/04/2020 16:00,111,Unhealthy for Sensitive Groups
23/04/2020 17:00,80,Moderate
23/04/2020 18:00,77,Moderate
23/04/2020 19:00,70,Moderate
23/04/2020 20:00,62,Moderate
23/04/2020 21:00,72,Moderate
23/04/2020 22:00,70,Moderate
23/04/2020 23:00,105,Unhealthy for Sensitive Groups
24/04/2020 00:00,103,Unhealthy for Sensitive Groups
24/04/2020 01:00,116,Unhealthy for Sensitive Groups
24/04/2020 02:00,152,Unhealthy
24/04/2020 03:00,158,Unhealthy
24/04/2020 04:00,147,Unhealthy for Sensitive Groups
24/04/2020 05:00,157,Unhealthy
24/04/2020 06:00,119,Unhealthy for Sensitive Groups
24/04/2020 07:00,103,Unhealthy for Sensitive Groups
24/04/2020 08:00,142,Unhealthy for Sensitive Groups
24/04/2020 09:00,155,Unhealthy
24/04/2020 10:00,126,Unhealthy for Sensitive Groups
24/04/2020 11:00,95,Moderate
24/04/2020 12:00,74,Moderate
24/04/2020 13:00,103,Unhealthy for Sensitive Groups
24/04/2020 14:00,122,Unhealthy for Sensitive Groups
24/04/2020 15:00,106,Unhealthy for Sensitive Groups
24/04/2020 16:00,95,Moderate
24/04/2020 17:00,92,Moderate
24/04/2020 18:00,82,Moderate
24/04/2020 19:00,79,Moderate
24/04/2020 20:00,88,Moderate
24/04/2020 21:00,112,Unhealthy for Sensitive Groups
24/04/2020 22:00,139,Unhealthy for Sensitive Groups
24/04/2020 23:00,104,Unhealthy for Sensitive Groups
25/04/2020 00:00,94,Moderate
25/04/2020 01:00,84,Moderate
25/04/2020 02:00,71,Moderate
25/04/2020 03:00,70,Moderate
25/04/2020 04:00,156,Unhealthy
25/04/2020 05:00,160,Unhealthy
25/04/2020 06:00,152,Unhealthy
25/04/2020 07:00,131,Unhealthy for Sensitive Groups
25/04/2020 08:00,93,Moderate
25/04/2020 09:00,99,Moderate
25/04/2020 10:00,91,Moderate
25/04/2020 11:00,81,Moderate
25/04/2020 12:00,74,Moderate
25/04/2020 13:00,72,Moderate
25/04/2020 14:00,70,Moderate
25/04/2020 15:00,73,Moderate
25/04/2020 16:00,75,Moderate
25/04/2020 17:00,74,Moderate
25/04/2020 18:00,81,Moderate
25/04/2020 19:00,75,Moderate
25/04/2020 20:00,93,Moderate
25/04/2020 21:00,117,Unhealthy for Sensitive Groups
25/04/2020 22:00,132,Unhealthy for Sensitive Groups
25/04/2020 23:00,128,Unhealthy for Sensitive Groups
26/04/2020 00:00,142,Unhealthy for Sensitive Groups
26/04/2020 01:00,152,Unhealthy
26/04/2020 02:00,128,Unhealthy for Sensitive Groups
26/04/2020 03:00,127,Unhealthy for Sensitive Groups
26/04/2020 04:00,103,Unhealthy for Sensitive Groups
26/04/2020 05:00,92,Moderate
26/04/2020 06:00,75,Moderate
26/04/2020 07:00,90,Moderate
26/04/2020 08:00,70,Moderate
26/04/2020 09:00,58,Moderate
26/04/2020 10:00,60,Moderate
26/04/2020 11:00,60,Moderate
26/04/2020 12:00,63,Moderate
26/04/2020 13:00,63,Moderate
26/04/2020 14:00,65,Moderate
26/04/2020 15:00,56,Moderate
26/04/2020 16:00,54,Moderate
26/04/2020 17:00,58,Moderate
26/04/2020 18:00,63,Moderate
26/04/2020 19:00,63,Moderate
26/04/2020 20:00,67,Moderate
26/04/2020 21:00,88,Moderate
26/04/2020 22:00,98,Moderate
26/04/2020 23:00,101,Unhealthy for Sensitive Groups
27/04/2020 00:00,97,Moderate
27/04/2020 01:00,97,Moderate
27/04/2020 02:00,98,Moderate
27/04/2020 03:00,103,Unhealthy for Sensitive Groups
27/04/2020 04:00,102,Unhealthy for Sensitive Groups
27/04/2020 05:00,93,Moderate
27/04/2020 06:00,101,Unhealthy for Sensitive Groups
27/04/2020 07:00,98,Moderate
27/04/2020 08:00,117,Unhealthy for Sensitive Groups
27/04/2020 09:00,120,Unhealthy for Sensitive Groups
27/04/2020 10:00,121,Unhealthy for Sensitive Groups
27/04/2020 11:00,120,Unhealthy for Sensitive Groups
27/04/2020 12:00,103,Unhealthy for Sensitive Groups
27/04/2020 13:00,104,Unhealthy for Sensitive Groups
27/04/2020 14:00,103,Unhealthy for Sensitive Groups
27/04/2020 15:00,108,Unhealthy for Sensitive Groups
27/04/2020 16:00,107,Unhealthy for Sensitive Groups
27/04/2020 17:00,102,Unhealthy for Sensitive Groups
27/04/2020 18:00,91,Moderate
27/04/2020 19:00,97,Moderate
27/04/2020 20:00,103,Unhealthy for Sensitive Groups
27/04/2020 21:00,106,Unhealthy for Sensitive Groups
27/04/2020 22:00,99,Moderate
27/04/2020 23:00,107,Unhealthy for Sensitive Groups
28/04/2020 00:00,117,Unhealthy for Sensitive Groups
28/04/2020 01:00,145,Unhealthy for Sensitive Groups
28/04/2020 02:00,154,Unhealthy
28/04/2020 03:00,162,Unhealthy
28/04/2020 04:00,160,Unhealthy
28/04/2020 05:00,157,Unhealthy
28/04/2020 06:00,157,Unhealthy
28/04/2020 07:00,154,Unhealthy
28/04/2020 08:00,155,Unhealthy
28/04/2020 09:00,158,Unhealthy
28/04/2020 10:00,157,Unhealthy
28/04/2020 11:00,151,Unhealthy
28/04/2020 12:00,135,Unhealthy for Sensitive Groups
28/04/2020 13:00,116,Unhealthy for Sensitive Groups
28/04/2020 14:00,97,Moderate
28/04/2020 15:00,74,Moderate
28/04/2020 16:00,72,Moderate
28/04/2020 17:00,76,Moderate
28/04/2020 18:00,81,Moderate
28/04/2020 19:00,92,Moderate
28/04/2020 20:00,95,Moderate
28/04/2020 21:00,100,Moderate
28/04/2020 22:00,111,Unhealthy for Sensitive Groups
28/04/2020 23:00,140,Unhealthy for Sensitive Groups
29/04/2020 00:00,127,Unhealthy for Sensitive Groups
29/04/2020 01:00,131,Unhealthy for Sensitive Groups
29/04/2020 02:00,110,Unhealthy for Sensitive Groups
29/04/2020 03:00,104,Unhealthy for Sensitive Groups
29/04/2020 04:00,102,Unhealthy for Sensitive Groups
29/04/2020 05:00,92,Moderate
29/04/2020 06:00,79,Moderate
29/04/2020 07:00,107,Unhealthy for Sensitive Groups
29/04/2020 08:00,127,Unhealthy for Sensitive Groups
29/04/2020 09:00,151,Unhealthy
29/04/2020 10:00,151,Unhealthy
29/04/2020 11:00,127,Unhealthy for Sensitive Groups
29/04/2020 12:00,115,Unhealthy for Sensitive Groups
29/04/2020 13:00,107,Unhealthy for Sensitive Groups
29/04/2020 14:00,98,Moderate
29/04/2020 15:00,106,Unhealthy for Sensitive Groups
29/04/2020 16:00,119,Unhealthy for Sensitive Groups
29/04/2020 17:00,127,Unhealthy for Sensitive Groups
29/04/2020 18:00,107,Unhealthy for Sensitive Groups
29/04/2020 19:00,95,Moderate
29/04/2020 20:00,91,Moderate
29/04/2020 21:00,91,Moderate
29/04/2020 22:00,95,Moderate
29/04/2020 23:00,91,Moderate
30/04/2020 00:00,93,Moderate
30/04/2020 01:00,151,Unhealthy
30/04/2020 02:00,153,Unhealthy
30/04/2020 03:00,108,Unhealthy for Sensitive Groups
30/04/2020 04:00,93,Moderate
30/04/2020 05:00,107,Unhealthy for Sensitive Groups
30/04/2020 06:00,101,Unhealthy for Sensitive Groups
30/04/2020 07:00,90,Moderate
30/04/2020 08:00,93,Moderate
30/04/2020 09:00,87,Moderate
30/04/2020 10:00,79,Moderate
30/04/2020 11:00,69,Moderate
30/04/2020 12:00,62,Moderate
30/04/2020 13:00,59,Moderate
30/04/2020 14:00,63,Moderate
30/04/2020 15:00,60,Moderate
30/04/2020 16:00,81,Moderate
30/04/2020 17:00,99,Moderate
30/04/2020 18:00,117,Unhealthy for Sensitive Groups
30/04/2020 19:00,118,Unhealthy for Sensitive Groups
30/04/2020 20:00,136,Unhealthy for Sensitive Groups
30/04/2020 21:00,152,Unhealthy
30/04/2020 22:00,174,Unhealthy
30/04/2020 23:00,182,Unhealthy
1/5/2020 0:00,179,Unhealthy
1/5/2020 1:00,165,Unhealthy
1/5/2020 2:00,181,Unhealthy
1/5/2020 3:00,181,Unhealthy
1/5/2020 4:00,180,Unhealthy
1/5/2020 5:00,166,Unhealthy
1/5/2020 6:00,162,Unhealthy
1/5/2020 7:00,167,Unhealthy
1/5/2020 8:00,154,Unhealthy
1/5/2020 9:00,124,Unhealthy for Sensitive Groups
1/5/2020 10:00,91,Moderate
1/5/2020 11:00,79,Moderate
1/5/2020 12:00,80,Moderate
1/5/2020 13:00,78,Moderate
1/5/2020 14:00,88,Moderate
1/5/2020 15:00,96,Moderate
1/5/2020 16:00,103,Unhealthy for Sensitive Groups
1/5/2020 17:00,93,Moderate
1/5/2020 18:00,155,Unhealthy
1/5/2020 19:00,144,Unhealthy for Sensitive Groups
1/5/2020 20:00,135,Unhealthy for Sensitive Groups
1/5/2020 21:00,145,Unhealthy for Sensitive Groups
1/5/2020 22:00,154,Unhealthy
1/5/2020 23:00,159,Unhealthy
2/5/2020 0:00,162,Unhealthy
2/5/2020 1:00,159,Unhealthy
2/5/2020 2:00,160,Unhealthy
2/5/2020 3:00,158,Unhealthy
2/5/2020 4:00,158,Unhealthy
2/5/2020 5:00,157,Unhealthy
2/5/2020 6:00,159,Unhealthy
2/5/2020 7:00,158,Unhealthy
2/5/2020 8:00,159,Unhealthy
2/5/2020 9:00,170,Unhealthy
2/5/2020 10:00,159,Unhealthy
2/5/2020 11:00,131,Unhealthy for Sensitive Groups
2/5/2020 12:00,91,Moderate
2/5/2020 13:00,73,Moderate
2/5/2020 14:00,67,Moderate
2/5/2020 15:00,72,Moderate
2/5/2020 16:00,66,Moderate
2/5/2020 17:00,64,Moderate
2/5/2020 18:00,67,Moderate
2/5/2020 19:00,64,Moderate
2/5/2020 20:00,81,Moderate
2/5/2020 21:00,76,Moderate
2/5/2020 22:00,79,Moderate
2/5/2020 23:00,81,Moderate
3/5/2020 0:00,86,Moderate
3/5/2020 1:00,93,Moderate
3/5/2020 2:00,87,Moderate
3/5/2020 3:00,84,Moderate
3/5/2020 4:00,80,Moderate
3/5/2020 5:00,85,Moderate
3/5/2020 6:00,82,Moderate
3/5/2020 7:00,90,Moderate
3/5/2020 8:00,87,Moderate
3/5/2020 9:00,86,Moderate
3/5/2020 10:00,85,Moderate
3/5/2020 11:00,84,Moderate
3/5/2020 12:00,79,Moderate
3/5/2020 13:00,78,Moderate
3/5/2020 14:00,79,Moderate
3/5/2020 15:00,80,Moderate
3/5/2020 16:00,81,Moderate
3/5/2020 17:00,79,Moderate
3/5/2020 18:00,83,Moderate
3/5/2020 19:00,93,Moderate
3/5/2020 20:00,103,Unhealthy for Sensitive Groups
3/5/2020 21:00,157,Unhealthy
3/5/2020 22:00,164,Unhealthy
3/5/2020 23:00,156,Unhealthy
4/5/2020 0:00,157,Unhealthy
4/5/2020 1:00,158,Unhealthy
4/5/2020 2:00,155,Unhealthy
4/5/2020 3:00,152,Unhealthy
4/5/2020 4:00,147,Unhealthy for Sensitive Groups
4/5/2020 5:00,131,Unhealthy for Sensitive Groups
4/5/2020 6:00,117,Unhealthy for Sensitive Groups
4/5/2020 7:00,161,Unhealthy
4/5/2020 8:00,163,Unhealthy
4/5/2020 9:00,159,Unhealthy
4/5/2020 10:00,155,Unhealthy
4/5/2020 11:00,151,Unhealthy
4/5/2020 12:00,156,Unhealthy
4/5/2020 13:00,157,Unhealthy
4/5/2020 14:00,153,Unhealthy
4/5/2020 15:00,152,Unhealthy
4/5/2020 16:00,141,Unhealthy for Sensitive Groups
4/5/2020 17:00,128,Unhealthy for Sensitive Groups
4/5/2020 18:00,116,Unhealthy for Sensitive Groups
4/5/2020 19:00,112,Unhealthy for Sensitive Groups
4/5/2020 20:00,158,Unhealthy
4/5/2020 21:00,163,Unhealthy
4/5/2020 22:00,152,Unhealthy
4/5/2020 23:00,154,Unhealthy
5/5/2020 0:00,183,Unhealthy
5/5/2020 1:00,184,Unhealthy
5/5/2020 2:00,162,Unhealthy
5/5/2020 3:00,136,Unhealthy for Sensitive Groups
5/5/2020 4:00,103,Unhealthy for Sensitive Groups
5/5/2020 5:00,89,Moderate
5/5/2020 6:00,77,Moderate
5/5/2020 7:00,79,Moderate
5/5/2020 8:00,83,Moderate
5/5/2020 9:00,84,Moderate
5/5/2020 10:00,81,Moderate
5/5/2020 11:00,82,Moderate
5/5/2020 12:00,87,Moderate
5/5/2020 13:00,86,Moderate
5/5/2020 14:00,83,Moderate
5/5/2020 15:00,80,Moderate
5/5/2020 16:00,79,Moderate
5/5/2020 17:00,82,Moderate
5/5/2020 18:00,83,Moderate
5/5/2020 19:00,71,Moderate
5/5/2020 20:00,62,Moderate
5/5/2020 21:00,60,Moderate
5/5/2020 22:00,52,Moderate
5/5/2020 23:00,55,Moderate
6/5/2020 0:00,57,Moderate
6/5/2020 1:00,103,Unhealthy for Sensitive Groups
6/5/2020 2:00,86,Moderate
6/5/2020 3:00,153,Unhealthy
6/5/2020 4:00,164,Unhealthy
6/5/2020 5:00,157,Unhealthy
6/5/2020 6:00,123,Unhealthy for Sensitive Groups
6/5/2020 7:00,92,Moderate
6/5/2020 8:00,65,Moderate
6/5/2020 9:00,53,Moderate
6/5/2020 10:00,39,Good
6/5/2020 11:00,32,Good
6/5/2020 12:00,33,Good
6/5/2020 13:00,39,Good
6/5/2020 14:00,45,Good
6/5/2020 15:00,51,Moderate
6/5/2020 16:00,53,Moderate
6/5/2020 17:00,83,Moderate
6/5/2020 18:00,127,Unhealthy for Sensitive Groups
6/5/2020 19:00,130,Unhealthy for Sensitive Groups
6/5/2020 20:00,127,Unhealthy for Sensitive Groups
6/5/2020 21:00,119,Unhealthy for Sensitive Groups
6/5/2020 22:00,137,Unhealthy for Sensitive Groups
6/5/2020 23:00,133,Unhealthy for Sensitive Groups
7/5/2020 0:00,129,Unhealthy for Sensitive Groups
7/5/2020 1:00,115,Unhealthy for Sensitive Groups
7/5/2020 2:00,127,Unhealthy for Sensitive Groups
7/5/2020 3:00,144,Unhealthy for Sensitive Groups
7/5/2020 4:00,170,Unhealthy
7/5/2020 5:00,211,Very Unhealthy
7/5/2020 6:00,219,Very Unhealthy
7/5/2020 7:00,270,Very Unhealthy
7/5/2020 8:00,251,Very Unhealthy
7/5/2020 9:00,230,Very Unhealthy
7/5/2020 10:00,195,Unhealthy
7/5/2020 11:00,175,Unhealthy
7/5/2020 12:00,162,Unhealthy
7/5/2020 13:00,152,Unhealthy
7/5/2020 14:00,132,Unhealthy for Sensitive Groups
7/5/2020 15:00,122,Unhealthy for Sensitive Groups
7/5/2020 16:00,119,Unhealthy for Sensitive Groups
7/5/2020 17:00,136,Unhealthy for Sensitive Groups
7/5/2020 18:00,156,Unhealthy
7/5/2020 19:00,163,Unhealthy
7/5/2020 20:00,127,Unhealthy for Sensitive Groups
7/5/2020 21:00,93,Moderate
7/5/2020 22:00,75,Moderate
7/5/2020 23:00,70,Moderate
8/5/2020 0:00,97,Moderate
8/5/2020 1:00,116,Unhealthy for Sensitive Groups
8/5/2020 2:00,109,Unhealthy for Sensitive Groups
8/5/2020 3:00,169,Unhealthy
8/5/2020 4:00,155,Unhealthy
8/5/2020 5:00,112,Unhealthy for Sensitive Groups
8/5/2020 6:00,96,Moderate
8/5/2020 7:00,155,Unhealthy
8/5/2020 8:00,183,Unhealthy
8/5/2020 9:00,187,Unhealthy
8/5/2020 10:00,178,Unhealthy
8/5/2020 11:00,168,Unhealthy
8/5/2020 12:00,154,Unhealthy
8/5/2020 13:00,136,Unhealthy for Sensitive Groups
8/5/2020 14:00,115,Unhealthy for Sensitive Groups
8/5/2020 15:00,97,Moderate
8/5/2020 16:00,87,Moderate
8/5/2020 17:00,85,Moderate
8/5/2020 18:00,97,Moderate
8/5/2020 19:00,118,Unhealthy for Sensitive Groups
8/5/2020 20:00,154,Unhealthy
8/5/2020 21:00,166,Unhealthy
8/5/2020 22:00,168,Unhealthy
8/5/2020 23:00,165,Unhealthy
9/5/2020 0:00,135,Unhealthy for Sensitive Groups
9/5/2020 1:00,93,Moderate
9/5/2020 2:00,87,Moderate
9/5/2020 3:00,161,Unhealthy
9/5/2020 4:00,170,Unhealthy
9/5/2020 5:00,247,Very Unhealthy
9/5/2020 6:00,200,Unhealthy
9/5/2020 7:00,199,Unhealthy
9/5/2020 8:00,177,Unhealthy
9/5/2020 9:00,168,Unhealthy
9/5/2020 10:00,162,Unhealthy
9/5/2020 11:00,168,Unhealthy
9/5/2020 12:00,171,Unhealthy
9/5/2020 13:00,160,Unhealthy
9/5/2020 14:00,147,Unhealthy for Sensitive Groups
9/5/2020 15:00,127,Unhealthy for Sensitive Groups
9/5/2020 16:00,119,Unhealthy for Sensitive Groups
9/5/2020 17:00,122,Unhealthy for Sensitive Groups
9/5/2020 18:00,149,Unhealthy for Sensitive Groups
9/5/2020 19:00,152,Unhealthy
9/5/2020 20:00,154,Unhealthy
9/5/2020 21:00,152,Unhealthy
9/5/2020 22:00,137,Unhealthy for Sensitive Groups
9/5/2020 23:00,131,Unhealthy for Sensitive Groups
10/5/2020 0:00,135,Unhealthy for Sensitive Groups
10/5/2020 1:00,135,Unhealthy for Sensitive Groups
10/5/2020 2:00,133,Unhealthy for Sensitive Groups
10/5/2020 3:00,141,Unhealthy for Sensitive Groups
10/5/2020 4:00,158,Unhealthy
10/5/2020 5:00,160,Unhealthy
10/5/2020 6:00,156,Unhealthy
10/5/2020 7:00,163,Unhealthy
10/5/2020 8:00,159,Unhealthy
10/5/2020 9:00,157,Unhealthy
10/5/2020 10:00,155,Unhealthy
10/5/2020 11:00,154,Unhealthy
10/5/2020 12:00,147,Unhealthy for Sensitive Groups
10/5/2020 13:00,141,Unhealthy for Sensitive Groups
10/5/2020 14:00,140,Unhealthy for Sensitive Groups
10/5/2020 15:00,144,Unhealthy for Sensitive Groups
10/5/2020 16:00,153,Unhealthy
10/5/2020 17:00,135,Unhealthy for Sensitive Groups
10/5/2020 18:00,114,Unhealthy for Sensitive Groups
10/5/2020 19:00,109,Unhealthy for Sensitive Groups
10/5/2020 20:00,128,Unhealthy for Sensitive Groups
10/5/2020 21:00,147,Unhealthy for Sensitive Groups
10/5/2020 22:00,161,Unhealthy
10/5/2020 23:00,174,Unhealthy
11/5/2020 0:00,169,Unhealthy
11/5/2020 1:00,152,Unhealthy
11/5/2020 2:00,114,Unhealthy for Sensitive Groups
11/5/2020 3:00,107,Unhealthy for Sensitive Groups
11/5/2020 4:00,109,Unhealthy for Sensitive Groups
11/5/2020 5:00,113,Unhealthy for Sensitive Groups
11/5/2020 6:00,114,Unhealthy for Sensitive Groups
11/5/2020 7:00,110,Unhealthy for Sensitive Groups
11/5/2020 8:00,127,Unhealthy for Sensitive Groups
11/5/2020 9:00,131,Unhealthy for Sensitive Groups
11/5/2020 10:00,121,Unhealthy for Sensitive Groups
11/5/2020 11:00,118,Unhealthy for Sensitive Groups
11/5/2020 12:00,115,Unhealthy for Sensitive Groups
11/5/2020 13:00,142,Unhealthy for Sensitive Groups
11/5/2020 14:00,154,Unhealthy
11/5/2020 15:00,176,Unhealthy
11/5/2020 16:00,173,Unhealthy
11/5/2020 17:00,167,Unhealthy
11/5/2020 18:00,157,Unhealthy
11/5/2020 19:00,152,Unhealthy
11/5/2020 20:00,151,Unhealthy
11/5/2020 21:00,153,Unhealthy
11/5/2020 22:00,155,Unhealthy
11/5/2020 23:00,156,Unhealthy
12/5/2020 0:00,158,Unhealthy
12/5/2020 1:00,158,Unhealthy
12/5/2020 2:00,160,Unhealthy
12/5/2020 3:00,158,Unhealthy
12/5/2020 4:00,157,Unhealthy
12/5/2020 5:00,158,Unhealthy
12/5/2020 6:00,158,Unhealthy
12/5/2020 7:00,158,Unhealthy
12/5/2020 8:00,155,Unhealthy
12/5/2020 9:00,151,Unhealthy
12/5/2020 10:00,126,Unhealthy for Sensitive Groups
12/5/2020 11:00,134,Unhealthy for Sensitive Groups
12/5/2020 12:00,122,Unhealthy for Sensitive Groups
12/5/2020 13:00,120,Unhealthy for Sensitive Groups
12/5/2020 14:00,111,Unhealthy for Sensitive Groups
12/5/2020 15:00,102,Unhealthy for Sensitive Groups
12/5/2020 16:00,114,Unhealthy for Sensitive Groups
12/5/2020 17:00,123,Unhealthy for Sensitive Groups
12/5/2020 18:00,126,Unhealthy for Sensitive Groups
12/5/2020 19:00,131,Unhealthy for Sensitive Groups
12/5/2020 20:00,135,Unhealthy for Sensitive Groups
12/5/2020 21:00,154,Unhealthy
12/5/2020 22:00,156,Unhealthy
12/5/2020 23:00,157,Unhealthy
13/05/2020 00:00,156,Unhealthy
13/05/2020 01:00,152,Unhealthy
13/05/2020 02:00,152,Unhealthy
13/05/2020 03:00,153,Unhealthy
13/05/2020 04:00,153,Unhealthy
13/05/2020 05:00,152,Unhealthy
13/05/2020 06:00,140,Unhealthy for Sensitive Groups
13/05/2020 07:00,123,Unhealthy for Sensitive Groups
13/05/2020 08:00,107,Unhealthy for Sensitive Groups
13/05/2020 09:00,108,Unhealthy for Sensitive Groups
13/05/2020 10:00,105,Unhealthy for Sensitive Groups
13/05/2020 11:00,107,Unhealthy for Sensitive Groups
13/05/2020 12:00,139,Unhealthy for Sensitive Groups
13/05/2020 13:00,142,Unhealthy for Sensitive Groups
13/05/2020 14:00,131,Unhealthy for Sensitive Groups
13/05/2020 15:00,126,Unhealthy for Sensitive Groups
13/05/2020 16:00,105,Unhealthy for Sensitive Groups
13/05/2020 17:00,96,Moderate
13/05/2020 18:00,91,Moderate
13/05/2020 19:00,120,Unhealthy for Sensitive Groups
13/05/2020 20:00,134,Unhealthy for Sensitive Groups
13/05/2020 21:00,134,Unhealthy for Sensitive Groups
13/05/2020 22:00,155,Unhealthy
13/05/2020 23:00,155,Unhealthy
14/05/2020 00:00,142,Unhealthy for Sensitive Groups
14/05/2020 01:00,127,Unhealthy for Sensitive Groups
14/05/2020 02:00,138,Unhealthy for Sensitive Groups
14/05/2020 03:00,152,Unhealthy
14/05/2020 04:00,167,Unhealthy
14/05/2020 05:00,169,Unhealthy
14/05/2020 06:00,178,Unhealthy
14/05/2020 07:00,186,Unhealthy
14/05/2020 08:00,191,Unhealthy
14/05/2020 09:00,176,Unhealthy
14/05/2020 10:00,157,Unhealthy
14/05/2020 11:00,131,Unhealthy for Sensitive Groups
14/05/2020 12:00,122,Unhealthy for Sensitive Groups
14/05/2020 13:00,111,Unhealthy for Sensitive Groups
14/05/2020 14:00,97,Moderate
14/05/2020 15:00,92,Moderate
14/05/2020 16:00,91,Moderate
14/05/2020 17:00,93,Moderate
14/05/2020 18:00,90,Moderate
14/05/2020 19:00,77,Moderate
14/05/2020 20:00,89,Moderate
14/05/2020 21:00,153,Unhealthy
14/05/2020 22:00,162,Unhealthy
14/05/2020 23:00,165,Unhealthy
15/05/2020 00:00,169,Unhealthy
15/05/2020 01:00,160,Unhealthy
15/05/2020 02:00,153,Unhealthy
15/05/2020 03:00,114,Unhealthy for Sensitive Groups
15/05/2020 04:00,93,Moderate
15/05/2020 05:00,85,Moderate
15/05/2020 06:00,139,Unhealthy for Sensitive Groups
