Date ,month ,AQI,Category,Covid
4,a,104,Unhealthy for Sensitive Groups,lock
4,a,94,Moderate,lock
4,a,84,Moderate,lock
4,a,71,Moderate,lock
4,a,70,Moderate,lock
4,a,156,Unhealthy,lock
4,a,160,Unhealthy,lock
4,a,152,Unhealthy,lock
4,a,131,Unhealthy for Sensitive Groups,lock
4,a,93,Moderate,lock
4,a,99,Moderate,lock
4,a,91,Moderate,lock
4,a,81,Moderate,lock
4,a,74,Moderate,lock
4,a,72,Moderate,lock
4,a,70,Moderate,lock
4,a,73,Moderate,lock
4,a,75,Moderate,lock
4,a,74,Moderate,lock
4,a,81,Moderate,lock
4,a,75,Moderate,lock
4,a,93,Moderate,lock
4,a,117,Unhealthy for Sensitive Groups,lock
4,a,132,Unhealthy for Sensitive Groups,lock
4,a,128,Unhealthy for Sensitive Groups,lock
4,a,142,Unhealthy for Sensitive Groups,lock
4,a,152,Unhealthy,lock
4,a,128,Unhealthy for Sensitive Groups,lock
4,a,127,Unhealthy for Sensitive Groups,lock
4,a,103,Unhealthy for Sensitive Groups,lock
4,a,92,Moderate,lock
4,a,75,Moderate,lock
4,a,90,Moderate,lock
4,a,70,Moderate,lock
4,a,58,Moderate,lock
4,a,60,Moderate,lock
4,a,60,Moderate,lock
4,a,63,Moderate,lock
4,a,63,Moderate,lock
4,a,65,Moderate,lock
4,a,56,Moderate,lock
4,a,54,Moderate,lock
4,a,58,Moderate,lock
4,a,63,Moderate,lock
4,a,63,Moderate,lock
4,a,67,Moderate,lock
4,a,88,Moderate,lock
4,a,98,Moderate,lock
4,a,101,Unhealthy for Sensitive Groups,lock
4,a,97,Moderate,lock
4,a,97,Moderate,lock
4,a,98,Moderate,lock
4,a,103,Unhealthy for Sensitive Groups,lock
4,a,102,Unhealthy for Sensitive Groups,lock
4,a,93,Moderate,lock
4,a,101,Unhealthy for Sensitive Groups,lock
4,a,98,Moderate,lock
4,a,117,Unhealthy for Sensitive Groups,lock
4,a,120,Unhealthy for Sensitive Groups,lock
4,a,121,Unhealthy for Sensitive Groups,lock
4,a,120,Unhealthy for Sensitive Groups,lock
4,a,103,Unhealthy for Sensitive Groups,lock
4,a,104,Unhealthy for Sensitive Groups,lock
4,a,103,Unhealthy for Sensitive Groups,lock
4,a,108,Unhealthy for Sensitive Groups,lock
4,a,107,Unhealthy for Sensitive Groups,lock
4,a,102,Unhealthy for Sensitive Groups,lock
4,a,91,Moderate,lock
4,a,97,Moderate,lock
4,a,103,Unhealthy for Sensitive Groups,lock
4,a,106,Unhealthy for Sensitive Groups,lock
4,a,99,Moderate,lock
4,a,107,Unhealthy for Sensitive Groups,lock
4,a,117,Unhealthy for Sensitive Groups,lock
4,a,145,Unhealthy for Sensitive Groups,lock
4,a,154,Unhealthy,lock
4,a,162,Unhealthy,lock
4,a,160,Unhealthy,lock
4,a,157,Unhealthy,lock
4,a,157,Unhealthy,lock
4,a,154,Unhealthy,lock
4,a,155,Unhealthy,lock
4,a,158,Unhealthy,lock
4,a,157,Unhealthy,lock
4,a,151,Unhealthy,lock
4,a,135,Unhealthy for Sensitive Groups,lock
4,a,116,Unhealthy for Sensitive Groups,lock
4,a,97,Moderate,lock
4,a,74,Moderate,lock
4,a,72,Moderate,lock
4,a,76,Moderate,lock
4,a,81,Moderate,lock
4,a,92,Moderate,lock
4,a,95,Moderate,lock
4,a,100,Moderate,lock
4,a,111,Unhealthy for Sensitive Groups,lock
4,a,140,Unhealthy for Sensitive Groups,lock
4,a,127,Unhealthy for Sensitive Groups,lock
4,a,131,Unhealthy for Sensitive Groups,lock
4,a,110,Unhealthy for Sensitive Groups,lock
4,a,104,Unhealthy for Sensitive Groups,lock
4,a,102,Unhealthy for Sensitive Groups,lock
4,a,92,Moderate,lock
4,a,79,Moderate,lock
4,a,107,Unhealthy for Sensitive Groups,lock
4,a,127,Unhealthy for Sensitive Groups,lock
4,a,151,Unhealthy,lock
4,a,151,Unhealthy,lock
4,a,127,Unhealthy for Sensitive Groups,lock
4,a,115,Unhealthy for Sensitive Groups,lock
4,a,107,Unhealthy for Sensitive Groups,lock
4,a,98,Moderate,lock
4,a,106,Unhealthy for Sensitive Groups,lock
4,a,119,Unhealthy for Sensitive Groups,lock
4,a,127,Unhealthy for Sensitive Groups,lock
4,a,107,Unhealthy for Sensitive Groups,lock
4,a,95,Moderate,lock
4,a,91,Moderate,lock
4,a,91,Moderate,lock
4,a,95,Moderate,lock
4,a,91,Moderate,lock
4,a,93,Moderate,lock
4,a,151,Unhealthy,lock
4,a,153,Unhealthy,lock
4,a,108,Unhealthy for Sensitive Groups,lock
4,a,93,Moderate,lock
4,a,107,Unhealthy for Sensitive Groups,lock
4,a,101,Unhealthy for Sensitive Groups,lock
4,a,90,Moderate,lock
4,a,93,Moderate,lock
4,a,87,Moderate,lock
4,a,79,Moderate,lock
4,a,69,Moderate,lock
4,a,62,Moderate,lock
4,a,59,Moderate,lock
4,a,63,Moderate,lock
4,a,60,Moderate,lock
4,a,81,Moderate,lock
4,a,99,Moderate,lock
4,a,117,Unhealthy for Sensitive Groups,lock
4,a,118,Unhealthy for Sensitive Groups,lock
4,a,136,Unhealthy for Sensitive Groups,lock
4,a,152,Unhealthy,lock
4,a,174,Unhealthy,lock
4,a,182,Unhealthy,lock
5,ma,179,Unhealthy,lock
5,ma,165,Unhealthy,lock
5,ma,181,Unhealthy,lock
5,ma,181,Unhealthy,lock
5,ma,180,Unhealthy,lock
5,ma,166,Unhealthy,lock
5,ma,162,Unhealthy,lock
5,ma,167,Unhealthy,lock
5,ma,154,Unhealthy,lock
5,ma,124,Unhealthy for Sensitive Groups,lock
5,ma,91,Moderate,lock
5,ma,79,Moderate,lock
5,ma,80,Moderate,lock
5,ma,78,Moderate,lock
5,ma,88,Moderate,lock
5,ma,96,Moderate,lock
5,ma,103,Unhealthy for Sensitive Groups,lock
5,ma,93,Moderate,lock
5,ma,155,Unhealthy,lock
5,ma,144,Unhealthy for Sensitive Groups,lock
5,ma,135,Unhealthy for Sensitive Groups,lock
5,ma,145,Unhealthy for Sensitive Groups,lock
5,ma,154,Unhealthy,lock
5,ma,159,Unhealthy,lock
5,ma,162,Unhealthy,lock
5,ma,159,Unhealthy,lock
5,ma,160,Unhealthy,lock
5,ma,158,Unhealthy,lock
5,ma,158,Unhealthy,lock
5,ma,157,Unhealthy,lock
5,ma,159,Unhealthy,lock
5,ma,158,Unhealthy,lock
5,ma,159,Unhealthy,lock
5,ma,170,Unhealthy,lock
5,ma,159,Unhealthy,lock
5,ma,131,Unhealthy for Sensitive Groups,lock
5,ma,91,Moderate,lock
5,ma,73,Moderate,lock
5,ma,67,Moderate,lock
5,ma,72,Moderate,lock
5,ma,66,Moderate,lock
5,ma,64,Moderate,lock
5,ma,67,Moderate,lock
5,ma,64,Moderate,lock
5,ma,81,Moderate,lock
5,ma,76,Moderate,lock
5,ma,79,Moderate,lock
5,ma,81,Moderate,lock
5,ma,86,Moderate,lock
5,ma,93,Moderate,lock
5,ma,87,Moderate,lock
5,ma,84,Moderate,lock
5,ma,80,Moderate,lock
5,ma,85,Moderate,lock
5,ma,82,Moderate,lock
5,ma,90,Moderate,lock
5,ma,87,Moderate,lock
5,ma,86,Moderate,lock
5,ma,85,Moderate,lock
5,ma,84,Moderate,lock
5,ma,79,Moderate,lock
5,ma,78,Moderate,lock
5,ma,79,Moderate,lock
5,ma,80,Moderate,lock
5,ma,81,Moderate,lock
5,ma,79,Moderate,lock
5,ma,83,Moderate,lock
5,ma,93,Moderate,lock
5,ma,103,Unhealthy for Sensitive Groups,lock
5,ma,157,Unhealthy,lock
5,ma,164,Unhealthy,lock
5,ma,156,Unhealthy,lock
5,ma,157,Unhealthy,lock
5,ma,158,Unhealthy,lock
5,ma,155,Unhealthy,lock
5,ma,152,Unhealthy,lock
5,ma,147,Unhealthy for Sensitive Groups,lock
5,ma,131,Unhealthy for Sensitive Groups,lock
5,ma,117,Unhealthy for Sensitive Groups,lock
5,ma,161,Unhealthy,lock
5,ma,163,Unhealthy,lock
5,ma,159,Unhealthy,lock
5,ma,155,Unhealthy,lock
5,ma,151,Unhealthy,lock
5,ma,156,Unhealthy,lock
5,ma,157,Unhealthy,lock
5,ma,153,Unhealthy,lock
5,ma,152,Unhealthy,lock
5,ma,141,Unhealthy for Sensitive Groups,lock
5,ma,128,Unhealthy for Sensitive Groups,lock
5,ma,116,Unhealthy for Sensitive Groups,lock
5,ma,112,Unhealthy for Sensitive Groups,lock
5,ma,158,Unhealthy,lock
5,ma,163,Unhealthy,lock
5,ma,152,Unhealthy,lock
5,ma,154,Unhealthy,lock
5,ma,183,Unhealthy,lock
5,ma,184,Unhealthy,lock
5,ma,162,Unhealthy,lock
5,ma,136,Unhealthy for Sensitive Groups,lock
5,ma,103,Unhealthy for Sensitive Groups,lock
5,ma,89,Moderate,lock
5,ma,77,Moderate,lock
5,ma,79,Moderate,lock
5,ma,83,Moderate,lock
5,ma,84,Moderate,lock
5,ma,81,Moderate,lock
5,ma,82,Moderate,lock
5,ma,87,Moderate,lock
5,ma,86,Moderate,lock
5,ma,83,Moderate,lock
5,ma,80,Moderate,lock
5,ma,79,Moderate,lock
5,ma,82,Moderate,lock
5,ma,83,Moderate,lock
5,ma,71,Moderate,lock
5,ma,62,Moderate,lock
5,ma,60,Moderate,lock
5,ma,52,Moderate,lock
5,ma,55,Moderate,lock
5,ma,57,Moderate,lock
5,ma,103,Unhealthy for Sensitive Groups,lock
5,ma,86,Moderate,lock
5,ma,153,Unhealthy,lock
5,ma,164,Unhealthy,lock
5,ma,157,Unhealthy,lock
5,ma,123,Unhealthy for Sensitive Groups,lock
5,ma,92,Moderate,lock
5,ma,65,Moderate,lock
5,ma,53,Moderate,lock
5,ma,39,Good,lock
5,ma,32,Good,lock
5,ma,33,Good,lock
5,ma,39,Good,lock
5,ma,45,Good,lock
5,ma,51,Moderate,lock
5,ma,53,Moderate,lock
5,ma,83,Moderate,lock
5,ma,127,Unhealthy for Sensitive Groups,lock
5,ma,130,Unhealthy for Sensitive Groups,lock
5,ma,127,Unhealthy for Sensitive Groups,lock
5,ma,119,Unhealthy for Sensitive Groups,lock
5,ma,137,Unhealthy for Sensitive Groups,lock
5,ma,133,Unhealthy for Sensitive Groups,lock
5,ma,129,Unhealthy for Sensitive Groups,lock
5,ma,115,Unhealthy for Sensitive Groups,lock
5,ma,127,Unhealthy for Sensitive Groups,lock
5,ma,144,Unhealthy for Sensitive Groups,lock
5,ma,170,Unhealthy,lock
5,ma,211,Very Unhealthy,lock
5,ma,219,Very Unhealthy,lock
5,ma,270,Very Unhealthy,lock
5,ma,251,Very Unhealthy,lock
5,ma,230,Very Unhealthy,lock
5,ma,195,Unhealthy,lock
5,ma,175,Unhealthy,lock
5,ma,162,Unhealthy,lock
5,ma,152,Unhealthy,lock
5,ma,132,Unhealthy for Sensitive Groups,lock
5,ma,122,Unhealthy for Sensitive Groups,lock
5,ma,119,Unhealthy for Sensitive Groups,lock
5,ma,136,Unhealthy for Sensitive Groups,lock
5,ma,156,Unhealthy,lock
5,ma,163,Unhealthy,lock
5,ma,127,Unhealthy for Sensitive Groups,lock
5,ma,93,Moderate,lock
5,ma,75,Moderate,lock
5,ma,70,Moderate,lock
5,ma,97,Moderate,lock
5,ma,116,Unhealthy for Sensitive Groups,lock
5,ma,109,Unhealthy for Sensitive Groups,lock
5,ma,169,Unhealthy,lock
5,ma,155,Unhealthy,lock
5,ma,112,Unhealthy for Sensitive Groups,lock
5,ma,96,Moderate,lock
5,ma,155,Unhealthy,lock
5,ma,183,Unhealthy,lock
5,ma,187,Unhealthy,lock
5,ma,178,Unhealthy,lock
5,ma,168,Unhealthy,lock
5,ma,154,Unhealthy,lock
5,ma,136,Unhealthy for Sensitive Groups,lock
5,ma,115,Unhealthy for Sensitive Groups,lock
5,ma,97,Moderate,lock
5,ma,87,Moderate,lock
5,ma,85,Moderate,lock
5,ma,97,Moderate,lock
5,ma,118,Unhealthy for Sensitive Groups,lock
5,ma,154,Unhealthy,lock
5,ma,166,Unhealthy,lock
5,ma,168,Unhealthy,lock
5,ma,165,Unhealthy,lock
5,ma,135,Unhealthy for Sensitive Groups,lock
5,ma,93,Moderate,lock
5,ma,87,Moderate,lock
5,ma,161,Unhealthy,lock
5,ma,170,Unhealthy,lock
5,ma,247,Very Unhealthy,lock
5,ma,200,Unhealthy,lock
5,ma,199,Unhealthy,lock
5,ma,177,Unhealthy,lock
5,ma,168,Unhealthy,lock
5,ma,162,Unhealthy,lock
5,ma,168,Unhealthy,lock
5,ma,171,Unhealthy,lock
5,ma,160,Unhealthy,lock
5,ma,147,Unhealthy for Sensitive Groups,lock
5,ma,127,Unhealthy for Sensitive Groups,lock
5,ma,119,Unhealthy for Sensitive Groups,lock
5,ma,122,Unhealthy for Sensitive Groups,lock
5,ma,149,Unhealthy for Sensitive Groups,lock
5,ma,152,Unhealthy,lock
5,ma,154,Unhealthy,lock
5,ma,152,Unhealthy,lock
5,ma,137,Unhealthy for Sensitive Groups,lock
5,ma,131,Unhealthy for Sensitive Groups,lock
5,ma,135,Unhealthy for Sensitive Groups,lock
5,ma,135,Unhealthy for Sensitive Groups,lock
5,ma,133,Unhealthy for Sensitive Groups,lock
5,ma,141,Unhealthy for Sensitive Groups,lock
5,ma,158,Unhealthy,lock
5,ma,160,Unhealthy,lock
5,ma,156,Unhealthy,lock
5,ma,163,Unhealthy,lock
5,ma,159,Unhealthy,lock
5,ma,157,Unhealthy,lock
5,ma,155,Unhealthy,lock
5,ma,154,Unhealthy,lock
5,ma,147,Unhealthy for Sensitive Groups,lock
5,ma,141,Unhealthy for Sensitive Groups,lock
5,ma,140,Unhealthy for Sensitive Groups,lock
5,ma,144,Unhealthy for Sensitive Groups,lock
5,ma,153,Unhealthy,lock
5,ma,135,Unhealthy for Sensitive Groups,lock
5,ma,114,Unhealthy for Sensitive Groups,lock
5,ma,109,Unhealthy for Sensitive Groups,lock
5,ma,128,Unhealthy for Sensitive Groups,lock
5,ma,147,Unhealthy for Sensitive Groups,lock
5,ma,161,Unhealthy,lock
5,ma,174,Unhealthy,lock
5,ma,169,Unhealthy,lock
5,ma,152,Unhealthy,lock
5,ma,114,Unhealthy for Sensitive Groups,lock
5,ma,107,Unhealthy for Sensitive Groups,lock
5,ma,109,Unhealthy for Sensitive Groups,lock
5,ma,113,Unhealthy for Sensitive Groups,lock
5,ma,114,Unhealthy for Sensitive Groups,lock
5,ma,110,Unhealthy for Sensitive Groups,lock
5,ma,127,Unhealthy for Sensitive Groups,lock
5,ma,131,Unhealthy for Sensitive Groups,lock
5,ma,121,Unhealthy for Sensitive Groups,lock
5,ma,118,Unhealthy for Sensitive Groups,lock
5,ma,115,Unhealthy for Sensitive Groups,lock
5,ma,142,Unhealthy for Sensitive Groups,lock
5,ma,154,Unhealthy,lock
5,ma,176,Unhealthy,lock
5,ma,173,Unhealthy,lock
5,ma,167,Unhealthy,lock
5,ma,157,Unhealthy,lock
5,ma,152,Unhealthy,lock
5,ma,151,Unhealthy,lock
5,ma,153,Unhealthy,lock
5,ma,155,Unhealthy,lock
5,ma,156,Unhealthy,lock
5,ma,158,Unhealthy,lock
5,ma,158,Unhealthy,lock
5,ma,160,Unhealthy,lock
5,ma,158,Unhealthy,lock
5,ma,157,Unhealthy,lock
5,ma,158,Unhealthy,lock
5,ma,158,Unhealthy,lock
5,ma,158,Unhealthy,lock
5,ma,155,Unhealthy,lock
5,ma,151,Unhealthy,lock
5,ma,126,Unhealthy for Sensitive Groups,lock
5,ma,134,Unhealthy for Sensitive Groups,lock
5,ma,122,Unhealthy for Sensitive Groups,lock
5,ma,120,Unhealthy for Sensitive Groups,lock
5,ma,111,Unhealthy for Sensitive Groups,lock
5,ma,102,Unhealthy for Sensitive Groups,lock
5,ma,114,Unhealthy for Sensitive Groups,lock
5,ma,123,Unhealthy for Sensitive Groups,lock
5,ma,126,Unhealthy for Sensitive Groups,lock
5,ma,131,Unhealthy for Sensitive Groups,lock
5,ma,135,Unhealthy for Sensitive Groups,lock
5,ma,154,Unhealthy,lock
5,ma,156,Unhealthy,lock
5,ma,157,Unhealthy,lock
5,ma,156,Unhealthy,lock
5,ma,152,Unhealthy,lock
5,ma,152,Unhealthy,lock
5,ma,153,Unhealthy,lock
5,ma,153,Unhealthy,lock
5,ma,152,Unhealthy,lock
5,ma,140,Unhealthy for Sensitive Groups,lock
5,ma,123,Unhealthy for Sensitive Groups,lock
5,ma,107,Unhealthy for Sensitive Groups,lock
5,ma,108,Unhealthy for Sensitive Groups,lock
5,ma,105,Unhealthy for Sensitive Groups,lock
5,ma,107,Unhealthy for Sensitive Groups,lock
5,ma,139,Unhealthy for Sensitive Groups,lock
5,ma,142,Unhealthy for Sensitive Groups,lock
5,ma,131,Unhealthy for Sensitive Groups,lock
5,ma,126,Unhealthy for Sensitive Groups,lock
5,ma,105,Unhealthy for Sensitive Groups,lock
5,ma,96,Moderate,lock
5,ma,91,Moderate,lock
5,ma,120,Unhealthy for Sensitive Groups,lock
5,ma,134,Unhealthy for Sensitive Groups,lock
5,ma,134,Unhealthy for Sensitive Groups,lock
5,ma,155,Unhealthy,lock
5,ma,155,Unhealthy,lock
5,ma,142,Unhealthy for Sensitive Groups,lock
5,ma,127,Unhealthy for Sensitive Groups,lock
5,ma,138,Unhealthy for Sensitive Groups,lock
5,ma,152,Unhealthy,lock
5,ma,167,Unhealthy,lock
5,ma,169,Unhealthy,lock
5,ma,178,Unhealthy,lock
5,ma,186,Unhealthy,lock
5,ma,191,Unhealthy,lock
5,ma,176,Unhealthy,lock
5,ma,157,Unhealthy,lock
5,ma,131,Unhealthy for Sensitive Groups,lock
5,ma,122,Unhealthy for Sensitive Groups,lock
5,ma,111,Unhealthy for Sensitive Groups,lock
5,ma,97,Moderate,lock
5,ma,92,Moderate,lock
5,ma,91,Moderate,lock
5,ma,93,Moderate,lock
5,ma,90,Moderate,lock
5,ma,77,Moderate,lock
5,ma,89,Moderate,lock
5,ma,153,Unhealthy,lock
5,ma,162,Unhealthy,lock
5,ma,165,Unhealthy,lock
5,ma,169,Unhealthy,lock
5,ma,160,Unhealthy,lock
5,ma,153,Unhealthy,lock
5,ma,114,Unhealthy for Sensitive Groups,lock
5,ma,93,Moderate,lock
5,ma,85,Moderate,lock
5,ma,139,Unhealthy for Sensitive Groups,lock
5,ma,161,Unhealthy,lock
5,ma,162,Unhealthy,lock
5,ma,155,Unhealthy,lock
5,ma,123,Unhealthy for Sensitive Groups,lock
5,ma,95,Moderate,lock
5,ma,76,Moderate,lock
5,ma,70,Moderate,lock
5,ma,72,Moderate,lock
5,ma,76,Moderate,lock
5,ma,79,Moderate,lock
5,ma,73,Moderate,lock
5,ma,113,Unhealthy for Sensitive Groups,lock
5,ma,106,Unhealthy for Sensitive Groups,lock
5,ma,115,Unhealthy for Sensitive Groups,lock
5,ma,114,Unhealthy for Sensitive Groups,lock
5,ma,154,Unhealthy,lock
5,ma,131,Unhealthy for Sensitive Groups,lock
5,ma,99,Moderate,lock
5,ma,180,Unhealthy,lock
5,ma,173,Unhealthy,lock
5,ma,165,Unhealthy,lock
5,ma,160,Unhealthy,lock
5,ma,159,Unhealthy,lock
5,ma,162,Unhealthy,lock
5,ma,145,Unhealthy for Sensitive Groups,lock
5,ma,103,Unhealthy for Sensitive Groups,lock
5,ma,81,Moderate,lock
5,ma,72,Moderate,lock
5,ma,68,Moderate,lock
5,ma,71,Moderate,lock
5,ma,70,Moderate,lock
5,ma,70,Moderate,lock
5,ma,71,Moderate,lock
5,ma,68,Moderate,lock
5,ma,71,Moderate,lock
5,ma,88,Moderate,lock
5,ma,87,Moderate,lock
5,ma,81,Moderate,lock
5,ma,88,Moderate,lock
5,ma,80,Moderate,lock
5,ma,68,Moderate,lock
5,ma,59,Moderate,lock
5,ma,53,Moderate,lock
5,ma,57,Moderate,lock
5,ma,56,Moderate,lock
5,ma,89,Moderate,lock
5,ma,106,Unhealthy for Sensitive Groups,lock
5,ma,82,Moderate,lock
5,ma,76,Moderate,lock
5,ma,84,Moderate,lock
5,ma,124,Unhealthy for Sensitive Groups,lock
5,ma,152,Unhealthy,lock
5,ma,123,Unhealthy for Sensitive Groups,lock
5,ma,93,Moderate,lock
5,ma,80,Moderate,lock
5,ma,78,Moderate,lock
5,ma,78,Moderate,lock
5,ma,80,Moderate,lock
5,ma,79,Moderate,lock
5,ma,81,Moderate,lock
5,ma,81,Moderate,lock
5,ma,109,Unhealthy for Sensitive Groups,lock
5,ma,96,Moderate,lock
5,ma,85,Moderate,lock
5,ma,76,Moderate,lock
5,ma,67,Moderate,lock
5,ma,59,Moderate,lock
5,ma,60,Moderate,lock
5,ma,60,Moderate,lock
5,ma,63,Moderate,lock
5,ma,60,Moderate,lock
5,ma,61,Moderate,lock
5,ma,61,Moderate,lock
5,ma,63,Moderate,lock
5,ma,64,Moderate,lock
5,ma,154,Unhealthy,lock
5,ma,161,Unhealthy,lock
5,ma,140,Unhealthy for Sensitive Groups,lock
5,ma,109,Unhealthy for Sensitive Groups,lock
5,ma,90,Moderate,lock
5,ma,87,Moderate,lock
5,ma,87,Moderate,lock
5,ma,151,Unhealthy,lock
5,ma,119,Unhealthy for Sensitive Groups,lock
5,ma,111,Unhealthy for Sensitive Groups,lock
5,ma,158,Unhealthy,lock
5,ma,159,Unhealthy,lock
5,ma,164,Unhealthy,lock
5,ma,164,Unhealthy,lock
5,ma,159,Unhealthy,lock
5,ma,132,Unhealthy for Sensitive Groups,lock
5,ma,134,Unhealthy for Sensitive Groups,lock
5,ma,104,Unhealthy for Sensitive Groups,lock
5,ma,79,Moderate,lock
5,ma,155,Unhealthy,lock
5,ma,162,Unhealthy,lock
5,ma,177,Unhealthy,lock
5,ma,169,Unhealthy,lock
5,ma,161,Unhealthy,lock
5,ma,154,Unhealthy,lock
5,ma,154,Unhealthy,lock
5,ma,154,Unhealthy,lock
5,ma,154,Unhealthy,lock
5,ma,154,Unhealthy,lock
5,ma,-999,N/A,lock
5,ma,42,Good,lock
5,ma,58,Moderate,lock
5,ma,94,Moderate,lock
5,ma,74,Moderate,lock
5,ma,59,Moderate,lock
5,ma,43,Good,lock
5,ma,49,Good,lock
5,ma,77,Moderate,lock
5,ma,54,Moderate,lock
5,ma,41,Good,lock
5,ma,29,Good,lock
5,ma,25,Good,lock
5,ma,29,Good,lock
5,ma,43,Good,lock
5,ma,52,Moderate,lock
5,ma,63,Moderate,lock
5,ma,95,Moderate,lock
5,ma,80,Moderate,lock
5,ma,78,Moderate,lock
5,ma,78,Moderate,lock
5,ma,83,Moderate,lock
5,ma,97,Moderate,lock
5,ma,98,Moderate,lock
5,ma,90,Moderate,lock
5,ma,86,Moderate,lock
5,ma,86,Moderate,lock
5,ma,82,Moderate,lock
5,ma,83,Moderate,lock
5,ma,83,Moderate,lock
5,ma,90,Moderate,lock
5,ma,123,Unhealthy for Sensitive Groups,lock
5,ma,105,Unhealthy for Sensitive Groups,lock
5,ma,102,Unhealthy for Sensitive Groups,lock
5,ma,90,Moderate,lock
5,ma,85,Moderate,lock
5,ma,84,Moderate,lock
5,ma,89,Moderate,lock
5,ma,144,Unhealthy for Sensitive Groups,lock
5,ma,152,Unhealthy,lock
5,ma,115,Unhealthy for Sensitive Groups,lock
5,ma,99,Moderate,lock
5,ma,90,Moderate,lock
5,ma,82,Moderate,lock
5,ma,92,Moderate,lock
5,ma,92,Moderate,lock
5,ma,91,Moderate,lock
5,ma,88,Moderate,lock
5,ma,80,Moderate,lock
5,ma,75,Moderate,lock
5,ma,68,Moderate,lock
5,ma,62,Moderate,lock
5,ma,62,Moderate,lock
5,ma,81,Moderate,lock
5,ma,80,Moderate,lock
5,ma,76,Moderate,lock
5,ma,89,Moderate,lock
5,ma,99,Moderate,lock
5,ma,126,Unhealthy for Sensitive Groups,lock
5,ma,103,Unhealthy for Sensitive Groups,lock
5,ma,101,Unhealthy for Sensitive Groups,lock
5,ma,109,Unhealthy for Sensitive Groups,lock
5,ma,98,Moderate,lock
5,ma,88,Moderate,lock
5,ma,76,Moderate,lock
5,ma,58,Moderate,lock
5,ma,49,Good,lock
5,ma,41,Good,lock
5,ma,43,Good,lock
5,ma,51,Moderate,lock
5,ma,53,Moderate,lock
5,ma,55,Moderate,lock
5,ma,52,Moderate,lock
5,ma,51,Moderate,lock
5,ma,56,Moderate,lock
5,ma,69,Moderate,lock
5,ma,78,Moderate,lock
5,ma,75,Moderate,lock
5,ma,70,Moderate,lock
5,ma,69,Moderate,lock
5,ma,76,Moderate,lock

